date,SPX,QQQ,SEMIS,BOND,GOLD,OIL,USD,CASH
2015-11-20,175.4165496826172,105.9031753540039,24.42647361755371,83.16209411621094,103.08999633789062,11.98830509185791,21.670289993286133,73.39849090576172
2015-11-23,175.2154083251953,105.59789276123047,24.15006446838379,83.27201080322266,102.26000213623047,12.081302642822266,21.70370864868164,73.41458892822266
2015-11-24,175.45001220703125,105.50537872314453,24.4041805267334,83.3504638671875,102.94000244140625,12.275754928588867,21.661935806274414,73.39849090576172
2015-11-25,175.42486572265625,105.59789276123047,24.43984031677246,83.39759826660156,102.45999908447266,12.258845329284668,21.70370864868164,73.39849090576172
2015-11-27,175.6260528564453,105.74588775634766,24.560216903686523,83.48387145996094,101.25,12.072848320007324,21.737123489379883,73.41458892822266
2015-11-30,174.89691162109375,105.47760772705078,24.876745223999023,83.51532745361328,101.91999816894531,11.996760368347168,21.787246704101562,73.41458892822266
2015-12-01,176.56463623046875,106.5322036743164,25.170989990234375,83.95948028564453,102.27999877929688,12.132030487060547,21.68699836730957,73.39849090576172
2015-12-02,174.76283264160156,105.87541198730469,25.072908401489258,83.72367095947266,100.69000244140625,11.878397941589355,21.737123489379883,73.39849090576172
2015-12-03,172.31561279296875,104.08075714111328,24.90349769592285,82.8431396484375,101.76000213623047,12.01366901397705,21.219173431396484,73.41458892822266
2015-12-04,175.67630004882812,106.51371002197266,25.32257080078125,83.14974212646484,104.0199966430664,11.996760368347168,21.36954689025879,73.41458892822266
2015-12-07,174.61196899414062,106.03264617919922,25.113035202026367,83.4169921875,102.66999816894531,11.650130271911621,21.436378479003906,73.41458892822266
2015-12-08,173.4386444091797,106.04192352294922,24.885663986206055,83.46422576904297,102.83999633789062,11.590949058532715,21.36954689025879,73.39849090576172
2015-12-09,172.08941650390625,104.43230438232422,24.622631072998047,83.58998107910156,102.63999938964844,11.599404335021973,21.14398765563965,73.38243865966797
2015-12-10,172.53347778320312,104.90406799316406,24.711795806884766,83.40914916992188,102.55000305175781,11.557132720947266,21.26094627380371,73.39849090576172
2015-12-11,169.1896514892578,102.4896240234375,24.234766006469727,84.07743072509766,103.11000061035156,11.43877124786377,21.177406311035156,73.41458892822266
2015-12-14,170.0445098876953,103.26666259765625,24.051979064941406,83.45632934570312,101.79000091552734,11.36268138885498,21.219173431396484,73.41458892822266
2015-12-15,171.8296356201172,103.89571380615234,24.43092918395996,83.24408721923828,101.5199966430664,11.337318420410156,21.336132049560547,73.39849090576172
2015-12-16,174.34375,105.44061279296875,24.622631072998047,83.0239486694336,102.75,11.286592483520508,21.336132049560547,73.41458892822266
2015-12-17,171.68711853027344,103.90499877929688,24.292726516723633,83.36988067626953,100.5,11.168230056762695,21.53662872314453,73.39849090576172
2015-12-18,168.62850952148438,101.91183471679688,23.95836067199707,83.66861724853516,102.04000091552734,11.21895694732666,21.41131591796875,73.41458892822266
2015-12-21,170.01956176757812,103.04390716552734,24.377866744995117,83.7079086303711,103.1500015258789,11.168230056762695,21.336132049560547,73.39849090576172
2015-12-22,171.5623321533203,103.72123718261719,24.482627868652344,83.47208404541016,102.61000061035156,11.117504119873047,21.302715301513672,73.39849090576172
